twitterUsername,tweetText
lisamurkowski,"RT @Surgeon_General: Mental illness is more common than you might think. Learn how to protect your #MentalHealth during #COVID19 &amp; beyond,..."
lisamurkowski,This afternoon at 4:30pm AKDT @SenDanSullivan &amp; I are hosting a Teletown Hall to hear from Alaskans &amp; share about t... https://t.co/4fmg8AM2Eb
lisamurkowski,RT @EnergyGOP: ICYMI: Chairman @LisaMurkowski and @SenatorRisch introduced important legislation to further protect our nation's energy gri...
lisamurkowski,.@SenDanSullivan and I have been hosting weekly Teletown Halls to hear from Alaskans about how this pandemic is imp... https://t.co/YtaPvncAsN
lisamurkowski,Great to see Alaskans continuing to support each other as we navigate this pandemic. Thank you to Rapid Response PP... https://t.co/CKOGuThtMC
lisamurkowski,@SenDanSullivan and I have been hosting weekly Teletown Halls to hear from Alaskans about how this pandemic is impa... https://t.co/1Qf1ALe63r
lisamurkowski,@SenDanSullivan and I have been hosting weekly Teletown Halls to hear from Alaskans about how this pandemic is impa... https://t.co/hMBTqBC8J7
lisamurkowski,RT @Alaska_DHSS: Today @GovDunleavy issued COVID-19 Health Mandate 18 easing restrictions &amp; clarifying travel within AK. Travel between com...
lisamurkowski,"RT @Alaska_DHSS: FISH ON, SAFELY: No matter what kind of fishing you do, let's fish safely this summer. Commercial fishermen must have prot..."
lisamurkowski,"For a state like Alaska, whose rural communities relied heavily on telehealth services even before the #COVID19 pan... https://t.co/lDTghaukaP"
lisamurkowski,"Glad to join a group of senators, led by @SenBrianSchatz, urging Congressional leadership to include funding in any... https://t.co/Tzjlkf5hZp"
lisamurkowski,The #COVID19 pandemic has dramatically increased the need to expand telehealth so that health care providers can tr... https://t.co/8Izpqt8N3F
lisamurkowski,"The hearing also featured testimony from Dr. Anthony Fauci, Director of @NIAIDnews, @NIH, where he spoke on the rea... https://t.co/LPrIVRZm8p"
lisamurkowski,"Admiral Giroir, @HHS_ASH, acknowledged the work of @annezinkmd, Alaska's Chief Medical Officer, commended Alaska's... https://t.co/W8T02N2Kg3"
lisamurkowski,During the hearing I reiterated the efforts that have been taken to ensure that Alaskan communities do not become h... https://t.co/Jqfv1vacvi
lisamurkowski,I questioned @CDCDirector Dr. Robert Redfield on the need for contact tracing in Alaska. Dr. Redfield confirmed the... https://t.co/svBtSIIvH3
lisamurkowski,Today the Senate HELP Committee held a hearing focused on how U.S. Department of @HHSGov agencies are working to he... https://t.co/mvzHDQe7N8
lisamurkowski,"RT @Alaska_DHSS: Phase 2 of the Reopen Alaska Responsibly Plan began Friday, May 8. It's up to all Alaskans to continue their personal prot..."
lisamurkowski,RT @Polaris_Project: The Polaris-operated U.S. National Human Trafficking Hotline remains fully operational at this time. We will provide u...
lisamurkowski,"RT @strongheartsdv: For victims of domestic violence, #covid-19 presents more than just the fear of catching the disease. Many are now isol..."
lisamurkowski,"RT @ACFHHS: If you or a friend is feeling unsafe or unhappy at home, the National Runaway Safeline (@1800Runaway) is available to talk, 24/..."
lisamurkowski,"RT @ACFHHS: Everyone should feel safe in their home. If you are in danger or need someone to talk to about #domesticviolence, @ndvh can con..."
lisamurkowski,"RT @Alaska_DHSS: Have symptoms of #COVID19? GET TESTED! Even if you're feeling mildly ill with new symptoms, contact a local health care pr..."
lisamurkowski,I know students are anxious to get back to school to be with their friends &amp; their teachers. And as we work towards... https://t.co/fSYFoBixPa
lisamurkowski,I was recently asked some very important questions by two elementary school students in Fairbanks about when will t... https://t.co/70j5v63joo
lisamurkowski,"His passing is a loss to not only the community of Nome, but also the state of Alaska. His legacy will be long reme... https://t.co/ZoknEsnFmx"
lisamurkowski,"His dedication to public service and his community was unmatched--our 11pm meetings, which often began with his famo... https://t.co/p3Jy6xNadR"
lisamurkowski,My heart is heavy after learning of the passing of Mayor Richard Beneville of Nome. As someone with a larger than l... https://t.co/SqAR7cYQEK
lisamurkowski,"Given the intergovernmental nature of federal wildland fire response, the federal government has a unique responsib... https://t.co/kEWklCRc2I"
lisamurkowski,"Wildfires, like viruses, respect no boundaries. I've asked @FEMA, @HHSgov, @USDA, and @Interior to make it their sh... https://t.co/3y8amiAMEX"
lisamurkowski,"RT @SenateGOP: [?]BREAKING

New @SBAgov + @USTreasury reports show the small business #PaycheckProtectionProgram has saved about *50 MILLION*..."
lisamurkowski,ICYMI: Listen to last week's teletown hall where @SenDanSullivan and I were joined by state leaders w/ @AlaskaLabor... https://t.co/6BNJpseaBH
lisamurkowski,RT @IRSnews: #IRS has launched a tool that allows taxpayers who filed taxes without banking information to provide it to the IRS to receive...
lisamurkowski,An 8th grader in Bethel posed a great question--whether or not hazard pay should be considered for frontline workers... https://t.co/Hwh33ujUUh
lisamurkowski,"My mom is an extraordinary woman. Gracious, strong, patient, intelligent and caring. She raised 6 kids to love one... https://t.co/FevjpG5bhB"
lisamurkowski,"Congress has secured several provisions to support small businesses--the Paycheck Protection Program, disaster loans... https://t.co/2FazIdiDO2"
lisamurkowski,I recently received a great question from a high school student in Ketchikan who asked what can be done to alleviat... https://t.co/Usg2VqQRmf
lisamurkowski,RT @EnergyGOP: If you're looking to celebrate #NationalTrainDay with the kids--or maybe you're just an avid #JuniorRanger--check out this fre...
lisamurkowski,Loved seeing the Alaska Division of Agriculture's pictures of all the Alaskans who celebrated Take Your Tractor to... https://t.co/6q3SJCd2UO
lisamurkowski,This bill will create stability in reimbursement structures and allow hospitals to remain in the program until the... https://t.co/tGytzENatR
lisamurkowski,Alongside @SenatorBennet &amp; @SenDanSullivan I introduced legislation to extend the Rural Community Hospital Demonstr... https://t.co/7ZHYJfjKQk
lisamurkowski,"But know that as we give thanks to our full-time teachers, that we also recognize the role that so many parents hav... https://t.co/ih34tCWPo6"
lisamurkowski,"As #TeacherAppreciationWeek comes to a close, I'd like to give a special shout-out to all the parents who have had... https://t.co/sisByqgK7p"
lisamurkowski,RT @Alaska_DHSS: More information will be posted soon on https://t.co/JOplF1MUEn. Thank you! https://t.co/AzCno8OCWE
lisamurkowski,"Byron was always a true friend to me and one who I have long respected. My heart is with Toni, their children, and... https://t.co/1CQIU2hfh4"
lisamurkowski,"He worked to ensure all voices were invited to speak, working through disagreements by emphasizing common ground. B... https://t.co/6aphTTIGRV"
lisamurkowski,Byron Mallott was one of the state's strongest and most passionate voices for Alaska's first people. Having grown u... https://t.co/uoWQCkCbpK
lisamurkowski,Teachers--I appreciate you all so very much and thank you for everything you do for Alaskan students. Your work has... https://t.co/EVouomHD56
lisamurkowski,These are strange &amp; uncertain times especially for Alaskans but particularly for our teachers and students. For tea... https://t.co/8Pf3Zub60u
lisamurkowski,"Dr. Collins confirmed that NIH aims to provide more accurate, at-point #COVID19 testing by the end of the summer wh... https://t.co/1w4mslpHq4"
lisamurkowski,I also spoke to the unique limitations in rural and remote environments when it comes to #COVID19 testing and the n... https://t.co/WJ4FyDz9tV
lisamurkowski,"During the hearing, I highlighted the safety precautions being taken by the small town of Cordova, a strong fishing... https://t.co/mcghC8XbdC"
lisamurkowski,I took part in the Senate HELP Cmte hearing focused on the current status of testing for #COVID19 and how the @NIH... https://t.co/DWilEVYPVX
lisamurkowski,"In support of Alaska's small businesses, I introduced the Safeguarding Small Business Act alongside @SenatorBraun,... https://t.co/CoNgqq5LCg"
lisamurkowski,"Last week, the IRS issued guidance that no tax deductions will be allowed for paid expenses covered by forgivable p... https://t.co/XG47r3BKH5"
lisamurkowski,We have been committed to ensuring our fisheries were not left out of the mix by including targeted assistance for... https://t.co/02xlgucFm1
lisamurkowski,I'm proud to announce with @SenDanSullivan and @RepDonYoung that $50 million in fishery assistance will be heading... https://t.co/vP9WlXldr1
lisamurkowski,"Right now, I'm hosting a Teletown Hall with @SenDanSullivan and @AlaskaLabor leaders to help answer questions on un... https://t.co/RTdbRz4gmc"
lisamurkowski,".@SenDanSullivan, @SenWhitehouse, @SenAngusKing, @SenCapito, @SenKevinCramer &amp; I introduced a bill to allow CARES A... https://t.co/YWdVC5f779"
lisamurkowski,"Alaska has done a great job mitigating the health consequences of #COVID19, but the economic consequences are just... https://t.co/fY98Itc4yI"
lisamurkowski,"Alaskans: Today at 4pm AKDT I'm hosting a Teletown Hall w/ @SenDanSullivan &amp; @AlaskaLabor leaders, to help address... https://t.co/Esc7z7ixvp"
lisamurkowski,"Yesterday the 3rd Wing and 176th Wing held a ""Moose Walk"", a show of force at JBER displaying our service members'... https://t.co/LbitCvUBND"
lisamurkowski,"I'm disappointed that our significant success in delivering critical resources is mired in conflict, negativity &amp; u... https://t.co/Cbi32J0BvS"
lisamurkowski,We also ensured that the unique arrangement for Alaskan tribal communities established by Congress--which includes t... https://t.co/RXWh7TJpcn
lisamurkowski,"We worked hard to ensure there was a tribal set-aside in the CARES Act, so I'm pleased to see that much of that mon... https://t.co/zHUyhYBwAD"
lisamurkowski,A historic level of financial relief is on its way to help Indigenous people across the nation fight the COVID-19 p... https://t.co/AqNuo3IXwv
lisamurkowski,"To all the nurses who continue to work tirelessly, risking your safety for the health of others--thank you for all y... https://t.co/DnhfHyfYt1"
lisamurkowski,RT @Alaska_DHSS: Parents &amp; child caregivers: do you know what you'd do if the caregivers in your family got sick with #COVID19? This new gu...
lisamurkowski,I'm hosting another Teletown Hall with @SenDanSullivan &amp; @AlaskaLabor state leaders tomorrow at 4pm AKDT to hear mo... https://t.co/sCTgZufCy6
lisamurkowski,"We are all finding different ways to communicate right now, so to help me connect with you, I've launched a page on... https://t.co/VN9eBPnWNO"
lisamurkowski,"To all Alaskan students - whether you are in elementary school, middle school, high school, or college -this has be... https://t.co/0PeWmQhZM8"
lisamurkowski,"We have much to do when it comes to tackling this crisis, and these are challenging times. But as we recognize this... https://t.co/JL30gcaXBq"
lisamurkowski,We unfortunately all have the stories in our home states. One that touches me most directly is the life story of As... https://t.co/pO56qvmYNh
lisamurkowski,"When women are murdered, abducted, trafficked, discarded, or discounted, there is an injustice being done. By raisi... https://t.co/gbtkvXgbk8"
lisamurkowski,"Today, on the National Day of Awareness for Missing and Murdered Indigenous Women and Girls, we recognize the devas... https://t.co/saBLp85zYD"
lisamurkowski,"During #NationalTeachersWeek, we thank the dedicated &amp; essential educators in Alaska &amp; across the country who are w... https://t.co/Y2MXjsje1L"
lisamurkowski,"Between local efforts to shine a light on the issue, the recent Senate passage of my bills Savanna's Act and the No... https://t.co/RQiMMHMl2d"
lisamurkowski,"According to the National Crime Information Center, 5,712 indigenous women and girls were reported missing in 2016,... https://t.co/UGzAVGj2kD"
lisamurkowski,I'm proud to join a resolution designating today as National Day of Awareness for Missing and Murdered Native Women... https://t.co/Cc1APZhJNh
lisamurkowski,"Thank you to the @AKNationalGuard, Naval Militia and the State Defense Force for working alongside the... https://t.co/ry2lhODLbj"
lisamurkowski,"The @USDA announced a $20M purchase of Alaska Pollock under the Section 32 program. @SenDanSullivan, @RepDonYoung &amp;... https://t.co/UjQsmbngNM"
lisamurkowski,The #COVID19 pandemic has had a devastating impact on Alaska's seafood sector and our world-class fisheries. Alaska... https://t.co/d89WjSNH41
lisamurkowski,"Congratulations to the Anchorage Daily News and Pro Publica on this honor, but more importantly, thank you for the... https://t.co/McindrzgC3"
lisamurkowski,"RT @annezinkmd: #Alaska I hope you enjoyed the weekend.  We are not out of the woods and have a long way to go, so keep wearing your mask,..."
lisamurkowski,Applications may be submitted to be considered for the fall session - more information on specific dates will be po... https://t.co/mrZO3nytaH
lisamurkowski,"Due to the #COVID19 pandemic, the Senate Page Board announced the cancellation of the Summer 2020 page sessions. I... https://t.co/YiHIs1EvLP"
lisamurkowski,Help spread the word about the 2020 Census to make sure Alaskans are accurately represented and receive the resourc... https://t.co/zKk0nhSTaF
lisamurkowski,"You can fill out your #2020Census by mail, by phone, or by email! Help make sure #AlaskaCounts by completing the 20... https://t.co/ZRkGVFxrjE"
lisamurkowski,"Census data plays a critical role in guiding federal funding for important programs that support hospitals, schools... https://t.co/fnmBlYNoxK"
lisamurkowski,"As we continue to navigate the #COVID19 pandemic, mail delivery remains an essential service--keeping Alaskans conne... https://t.co/0LDYWGhvT4"
lisamurkowski,"As Chairman of Senate Energy &amp; Natural Resources, I work with colleagues to shape U.S. policies on energy, electric... https://t.co/QZHM8SolZq"
lisamurkowski,"""Driven by climate-change concerns, some Democrats cheered as shale producers suffered. Do they want to see Vladimi... https://t.co/OWNtZUHGCW"
lisamurkowski,"Oil is not just another commodity"" -@WSJ columnist Walter Russell Mead explains that history shows oil is key to U.... https://t.co/JR6tLzMlNp"
lisamurkowski,"In upcoming episodes, we will feature some of my colleagues on the committee, guests from the energy sector, and in... https://t.co/7tnT9VsxL6"
lisamurkowski,"I recorded the first episode of the new podcast, Murkowski's Message. As chairman of the Senate Energy and Natural... https://t.co/3hOc0SoePN"
lisamurkowski,It's a stark reminder we need to fill the Strategic Petroleum Reserve. I will co-sponsor legislation to ensure the... https://t.co/dPVAw0Dnda
lisamurkowski,Dozens of oil tankers off the California coast with nowhere to go. This is the result of a pandemic-induced drop in... https://t.co/r58Q2cYjDV
lisamurkowski,.@CDCgov advises that any individuals over the age of 2 yrs old should wear cloth face masks while in public settin... https://t.co/mfJ3lJP68g
lisamurkowski,HAPPENING NOW: I'm hosting another Teletown Hall alongside @SenDanSullivan to speak with Alaskans on the impacts of... https://t.co/9tehx0Tzrh
lisamurkowski,"These are difficult times for America as we face the invisible threat of #COVID19. To our healthcare workers, truck... https://t.co/robCClIFC3"
lisamurkowski,"RT @Alaska_DHSS: The @uscensusbureau has a new COVID-19 data hub with information on population demographics, economic indicators &amp; busines..."
lisamurkowski,"In light of the U.S. Senate returning to session next week, hearing feedback about how #COVID19 is impacting Alaska... https://t.co/ZXMgl2k5z9"
lisamurkowski,Today at 4pm AKDT @SenDanSullivan and I will be hosting another Teletown Hall to discuss impacts of the #COVID19 pa... https://t.co/z5eYuD3Sjd
lisamurkowski,A wonderful story about Alaskan ingenuity as we work to stay connected while practicing social distancing &amp; staying... https://t.co/bIeB4TOIwB
lisamurkowski,"RT @MSBSD: As Alaska re-opens + stay home mandates are eased, Dr. Zink @annezinkmd reminds families to keep social circles small + delibera..."
lisamurkowski,".@CDCgov updated the list of #COVID19 symptoms to include 6 additional symptoms: chills, repeated shaking w/ chills... https://t.co/IWNy0IwU23"
lisamurkowski,"Many of the individuals who become infected with #COVID19 experience mild symptoms or may be entirely asymptomatic,... https://t.co/d14HQDiI00"
lisamurkowski,Alaskans: Tomorrow night I am hosting a Teletown Hall w/ @SenDanSullivan to hear from Alaskans about how this evolv... https://t.co/unVkSKXatx
lisamurkowski,"In light of @BP_America's fuel donation, @AlaskaAir is providing 1 million miles to the @AmericanCancer Society of... https://t.co/rJ1F8k6TB0"
lisamurkowski,"Big thanks to @BP_America, @FedEx, and @AlaskaAir for working to provide our healthcare professionals who are on th... https://t.co/z3JXCMllv1"
lisamurkowski,"The Department of @Energy's report outlines the comprehensive approach we need, building on initial steps taken in... https://t.co/leTItSWHN5"
lisamurkowski,"Advanced nuclear can and will play a critical role in providing reliable, flexible, emissions-free energy. We must... https://t.co/YaA3anz45f"
lisamurkowski,We are so proud to welcome @thef35 to Alaska. I look forward to seeing our newest 5th generation aircraft operate o... https://t.co/CLXBjE4Ord
lisamurkowski,"Alaskans, I encourage you to check out my latest newsletter highlighting the work we've been doing at the federal l... https://t.co/uHxib90rCG"
lisamurkowski,"Last week, @AlyeskaPipeline announced temporary proration of North Slope crude oil production. https://t.co/fumTQkaHpp"
lisamurkowski,"I'm glad that plans to complete the transaction, which is critical to our state's economy, are moving forward."
lisamurkowski,"BP has affirmed its commitment to complete the sale of its Alaska assets to Hilcorp, and Hilcorp has affirmed its c... https://t.co/NIpe2tLJVj"
lisamurkowski,"As we navigate unprecedented challenges, it's welcome news that one of the most important deals for the state's lar... https://t.co/EGIJA2pE5L"
lisamurkowski,Happening soon: I am joining @GovDunleavy's press briefing to discuss the @USTreasury's recent rule change for the... https://t.co/PfvPtMkzbV
lisamurkowski,"The rule change gives seasonal businesses flexibility, enabling them to pick a different 12-week pay period when ap... https://t.co/pHtoRIkeBB"
lisamurkowski,Good news on our efforts to press the Trump administration to issue guidance that better accommodates seasonal empl... https://t.co/Q8Zau2BsQ7
lisamurkowski,"To ensure individuals &amp; families have accurate &amp; updated info on their Economic Impact Payments, the @IRS recently... https://t.co/n7h1DLsirO"
lisamurkowski,"RT @Alaska_DHSS: As we gradually reopen AK, wearing a cloth face covering when out in public is as important as ever to prevent the spread..."
lisamurkowski,RT @Alaska_DHSS: The new Child and Family Well-Being web page on the DHSS #COVID19 website has information about common changes to watch ou...
lisamurkowski,The City and Borough of Juneau recently released a joke hotline to simply share a little humor during this difficul... https://t.co/P8C6aW1beX
lisamurkowski,The DOD has revised their childcare policy to give active duty @USCG families the same priority for child care serv... https://t.co/WtDDpv3kkn
lisamurkowski,"I joined a letter, alongside @SenDanSullivan, @repdonyoung &amp; others, urging the @DeptofDefense to revise their poli... https://t.co/wbBaUul4NQ"
lisamurkowski,Back in February the @DeptofDefense implemented policy changes to ensure our military members have priority access... https://t.co/DyJZLAFTiu
lisamurkowski,"Cancer patients are a high-risk group when it comes to potential, severe illness due to the #COVID19 pandemic. We m... https://t.co/xh9LoT2QVb"
lisamurkowski,I joined a bipartisan group of Senators in a letter urging Congressional leadership to include the Cancer Drug Pari... https://t.co/i8XzLSJyAJ
lisamurkowski,"All services are provided for free by @uaanchorage PhD students under the supervision of Dr. Vivian Gonzalez, direc... https://t.co/3RCg2ZlcvC"
lisamurkowski,Staying healthy isn't just about physical health--it's about mental health as well. @uaanchorage is offering free me... https://t.co/yfJyMDZNwi
lisamurkowski,"In light of #COVID19 disruptions, the status of the Senate Page Program is under review. While the program may not... https://t.co/mYaave8uKJ"
lisamurkowski,"While most of our national parks are not open for visitors due to #COVID19, many are offering virtual visitation w/... https://t.co/ydlRlJcHlX"
lisamurkowski,"We can celebrate our parks every day &amp; this #NationalParkWeek certainly taught us that, w/web activities &amp; virtual... https://t.co/Wk07t5JI4m"
lisamurkowski,In times of trouble Alaskans always come together. I know how much so many of you have done to help those who are m... https://t.co/4tminW2mCp
lisamurkowski,"While we continue to practice social distancing to slow the spread of #COVID19, it's important to stay active. I en... https://t.co/vobhwz78zn"
lisamurkowski,The prospect of once again becoming reliant on oil imports is an unacceptable situation. Assisting these companies... https://t.co/D1qshZh3Pr
lisamurkowski,I joined many Senate colleagues on a letter led by @SenJohnHoeven to @USTreasury Secretary Mnuchin &amp;... https://t.co/JHFTA2gXQc
lisamurkowski,RT @Alaska_DHSS: Health Mandate 017 standardizes protective measures all independent commercial fishing vessels operating within Alaska wat...
lisamurkowski,HAPPENING NOW: I am hosting a Teletown Hall with @SenDanSullivan and @AlaskaLabor leaders on the assistance made av... https://t.co/QZn4lvixdT
lisamurkowski,I'm encouraged to see that the House passed the coronavirus relief package providing additional funding for hospita... https://t.co/chXW4Ail6W
lisamurkowski,Read my op-ed with @SenDanSullivan &amp; @repdonyoung on why Alaska Natives must have the option to use all the vehicle... https://t.co/IZQsWPQD7x
lisamurkowski,RT @Alaska_DHSS: COVID-19 Health Mandate 016 is the first in a series of mandates that will responsibly reopen Alaska. It allows some busin...
lisamurkowski,"Joining us will be @AlaskaLabor &amp; Workforce Development Commissioner Ledbetter, &amp; Employment &amp; Training Division Di... https://t.co/TFaWgSax3Z"
lisamurkowski,"Alaskans, do you have questions or concerns regarding resources and assistance available to help you during this... https://t.co/p1rAHGH1T4"
lisamurkowski,RT @SecondLady: #MoreThanEverBefore it is important to check in with your emotional well-being and the well-being of loved ones. If you or...
lisamurkowski,This is a wonderful story of an amazing individual who continues to ensure Alaskan youth have the educational suppo... https://t.co/6uOeMr6B8V
lisamurkowski,"Dr. Anne Zink, Alaska's Chief Medical Officer, has done an exemplary job providing Alaskans w/ the info they need t... https://t.co/KnYMSvwVOv"
lisamurkowski,"On the 50th anniversary of #EarthDay, we celebrate supporting good stewardship of our planet. I will continue to fi... https://t.co/cEIsOpozdz"
lisamurkowski,"The PPP has been working for small businesses &amp; their employees in need of support - over 4,800 small business loan... https://t.co/5rwizbefVM"
lisamurkowski,"The legislation provides $310 billion for the Paycheck Protection Program, fee-free loans for businesses and many n... https://t.co/Gep9PeZONu"
lisamurkowski,Last night the Senate passed a #COVID19 relief pkg to provide additional funding for the Paycheck Protection Progra... https://t.co/Xo4WJr1oHo
lisamurkowski,.@AlaskaLabor leaders who will be joining us on the line this week are Commissioner Dr. Tamika Ledbetter and Alaska... https://t.co/4YUIBubnpH
lisamurkowski,Tomorrow night at 4pm AKDT I am hosting another Teletown Hall for Alaskans w/ @SenDanSullivan alongside... https://t.co/5enMZ7cHh1
lisamurkowski,"This @NBCLX piece is timely to watch for #EarthDay2020, as minerals are allowing many around the world to celebrate... https://t.co/Jd8fMEx2YV"
lisamurkowski,"We know that the implications of this pandemic will be long-lasting, but Congress remains committed to doing what w... https://t.co/MVH9snpi5C"
lisamurkowski,We recognize that accurate and available testing will be key to getting our businesses back online and our economy... https://t.co/Ve3XBwKohZ
lisamurkowski,The Senate passed a relief package to provide additional $ for Paycheck Protection Program &amp; disaster loan program... https://t.co/aHmMOwTNsu
lisamurkowski,These new aircraft will help ensure our @USAirForce servicemembers in Alaska have access to the most cutting-edge a... https://t.co/WGKAqAnA0h
lisamurkowski,"Today's arrival of the @LockheedMartin @thef35 Joint Strike Fighter, a 5th Generation stealth aircraft, is a huge v... https://t.co/4rYmBZ7hQn"
lisamurkowski,Today we celebrate the arrival of the first F-35A Joint Strike Fighter aircraft in Alaska- a momentous occasion for... https://t.co/XJTSXXnSQ3
lisamurkowski,"RT @Alaska_DHSS: Health Mandate 10 on Interstate &amp; International Travel, requiring mandatory 14-day quarantine for all visitors entering AK..."
lisamurkowski,Today is Yom HaShoah &amp; #HolocaustRemembranceDay. On this day we remember the lives of the 6 million Jews &amp; the coun... https://t.co/p6CU7qFWDn
JeffFlake,"Fellow Republicans, this is what our President tweeted tonight. 

We are better than this. We have to be better tha... https://t.co/MmQAy3fWki"
JeffFlake,"Condolences to the McCain family on the passing of Roberta McCain. What a long, wonderful and consequential life sh... https://t.co/3dRbteXyl2"
JeffFlake,Wishing the President and First Lady a complete and speedy recovery.
JeffFlake,Important message from the National Institute for Civil Discourse @NICDInstitute. We must do better https://t.co/nyUrts7B4P
JeffFlake,We are a better country than was on display tonight.
JeffFlake,"In 2016, nine months before an election, we Republicans said that the next president should fill a Supreme Court va... https://t.co/Rw1xZ7CwuP"
JeffFlake,An extraordinary life well lived https://t.co/z2Sn51ZlGH
JeffFlake,"Excellent piece by @GeorgeWill on why @ChrisCoons would make a great Secretary of State. I couldn't agree more.
https://t.co/M5P6V4q7H5"
JeffFlake,"I'll never forget this day, 19 years ago. A horrific tragedy, followed by bipartisan unity on the steps of the Capi... https://t.co/S43ozINxf5"
JeffFlake,It was two years ago today that we lost John McCain. I miss his friendship. The country misses his statesmanship. https://t.co/QN273TSqOt
JeffFlake,"Here's who I'll be supporting for President, and why. https://t.co/4hdz7Y7VLw"
JeffFlake,"It was the honor of my life to represent my state, Arizona - in the United States House and Senate for eighteen yea... https://t.co/CTQ6ZLSjsk"
JeffFlake,"Condolences to President Trump and his family on the death of his brother, Robert
https://t.co/bsYiumxzAm"
JeffFlake,"QAnon IS a conspiracy theory, and embracing it does severe damage to the Republican Party. https://t.co/AbBoNsmhcs"
JeffFlake,"It was bad enough when, as a private citizen, President Trump led the birtherism parade against Barack Obama. To no... https://t.co/2ZTuyf7zTt"
JeffFlake,"If the GOP wants to be a relevant political force in the future, it cannot endorse those who embrace QAnon and othe... https://t.co/rusnnSoUTV"
JeffFlake,"GOP, it is inconsistent to be against President Obama's executive order on DACA and be in favor of President Trump'... https://t.co/ZNVth3ttIP"
JeffFlake,"Dang, @MartinHeinrich, is this all it takes to get rescued? #rivalsurvival   

https://t.co/EDhHgsCNyV"
JeffFlake,"I lived for a time in Zimbabwe during the Mugabe years. This week made me feel like I had returned.

https://t.co/647fHPS2cA"
JeffFlake,Any member of the legislative branch who agrees with the head of the executive branch all of the time is not doing... https://t.co/ks3a5mNztZ
JeffFlake,Saddened by the death of Rep. John Lewis. It was my privilege to serve with John for 12 years in the House. He was... https://t.co/bGVo8ZVmre
JeffFlake,"America benefits when we have more, not fewer, international students.

https://t.co/KCPm3bd10v"
JeffFlake,"This cannot be dismissed as ""fake news."" It needs to be thoroughly investigated with serious consequences for the R... https://t.co/ROFyelFnOS"
JeffFlake,"If they do embrace, they will lose much more than a race... https://t.co/LTU4GV6Rql"
JeffFlake,"This was a 75 year-old-man shoved to the ground, left bleeding from a head wound. Trafficking in conspiracy theorie... https://t.co/eQN8ieSRss"
JeffFlake,This is leadership. https://t.co/2tFuFgp4Vq
JeffFlake,"Well said, General Mattis https://t.co/4K5VI863Uc"
JeffFlake,This. Is. Not. Leadership. https://t.co/5uRvDb566h
JeffFlake,"There are many things that may lead to ""the end of our great Republican Party,"" Mr President. Mail-in voting isn't... https://t.co/PiE4jOYtjo"
JeffFlake,"Every form of voting carries the potential for fraud, Mr. President, but the evidence tells us that the states do a... https://t.co/ASUCgNi17y"
JeffFlake,"Good for @johnkrasinski for creating this wonderful series, and good for CBS for buying it. It's a great fit. https://t.co/r7JKmPaaX0"
JeffFlake,Mitt is right. This is a big deal. The erosion of Executive Branch accountability should concern every Republican. https://t.co/ndFw0pBjF7
JeffFlake,"What a kind, compassionate, unifying message.  Thank you, 43. https://t.co/gMxBtLdAPM"
JeffFlake,"Trumpism cannot be the future of the Republican Party
https://t.co/SFuXurnxED"
JeffFlake,Condolences to @ewarren and the Warren family. We are all grateful for Don Reed's life of service. https://t.co/X3m3LEJBrg
JeffFlake,Happy to team up with my friend @gabbygiffords and other leaders at the National Center for Civil Discourse for thi... https://t.co/XWADsTNWtF
JeffFlake,"Immigration makes America stronger, not weaker, Mr. President
https://t.co/XKGVQ6SseS"
JeffFlake,"Sad to hear of the passing of former Governor Jane Dee Hull. She was kind, thoughtful and tough - quintessentially... https://t.co/8AZR4iRq8a"
JeffFlake,"This is not the way it works, Mr. President https://t.co/eBS8DlrGJo"
JeffFlake,Tom Coburn believed in principle rather than partisanship. He will be missed.  https://t.co/rlLYaquRUQ
JeffFlake,"Democrats and Republicans came together to pass a significant piece of legislation, but you wouldn't know it from t... https://t.co/GDQm3xrioj"
JeffFlake,"Great work, @uarizona. We're all in this together. https://t.co/9mB7s1onaO"
JeffFlake,.@Surgeon_General .@dougducey   We're all in this together. #GiveBlood https://t.co/AUWLKvQuOn
JeffFlake,"This is not a misinformation campaign by Democrats, Mr. President. It is the sober assessment of our intelligence c... https://t.co/s517mgdyYA"
JeffFlake,"Congrats to [?]@timkaine[?], [?]@SenMikeLee[?] and others who passed this bipartisan legislation to reassert congressional... https://t.co/eLvpEVSMsP"
JeffFlake,"I have long admired Mitt Romney, but never more than today. What an honorable man. https://t.co/58oKqXNg81"
JeffFlake,"If there was any question before, there is no question now. Republican Senators must allow witnesses to testify.
https://t.co/b3zs0oSSKd"
JeffFlake,"So sad to hear of the death of Clayton Christensen. A man of deep thought and deep faith. To me, his piece ""Why I B... https://t.co/JZRoBbxvYD"
JeffFlake,Enjoyed the conversation @LifeAtPurdue https://t.co/ikzs4cN4c4
JeffFlake,".@timkaine has done great work over the years, under Democratic and Republican administrations, to return Congress... https://t.co/oeLgR2IP9O"
JeffFlake,Good for Senator Lankford. https://t.co/TvfmlOkFdb
JeffFlake,"Hey, I grew up in Snowflake, Arizona and have lots of Snowflake relatives. Just @ me already! https://t.co/suGAFjkpjR"
JeffFlake,"To my former Senate Republican colleagues: 

""What is indefensible is echoing House Republicans who say that the pr... https://t.co/ZyUTC8WGJa"
JeffFlake,"One day in the not too distant future, Republicans will wake up and say, ""We did this for this man?""

https://t.co/R9Fl9E2BF5"
